Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-06-01 09:30:00-04:00,325.92999267578125,328.2200012207031,324.7200012207031,328.1499938964844,2640477,0.0,0.0
2023-06-01 09:45:00-04:00,328.1499938964844,328.4700012207031,327.3800048828125,327.8949890136719,986595,0.0,0.0
2023-06-01 10:00:00-04:00,327.94000244140625,328.5899963378906,327.0350036621094,328.0,807981,0.0,0.0
2023-06-01 10:15:00-04:00,328.0249938964844,328.2550048828125,326.4200134277344,327.54998779296875,760678,0.0,0.0
2023-06-01 10:30:00-04:00,327.57501220703125,328.7099914550781,326.885009765625,328.6499938964844,843594,0.0,0.0
2023-06-01 10:45:00-04:00,328.6499938964844,329.0,328.2200012207031,328.3800048828125,680656,0.0,0.0
2023-06-01 11:00:00-04:00,328.4200134277344,329.1099853515625,328.010009765625,328.989990234375,632253,0.0,0.0
2023-06-01 11:15:00-04:00,329.0050048828125,329.5899963378906,328.7099914550781,329.1199951171875,724418,0.0,0.0
2023-06-01 11:30:00-04:00,329.1099853515625,330.1700134277344,329.04998779296875,329.6400146484375,704377,0.0,0.0
2023-06-01 11:45:00-04:00,329.6400146484375,330.20001220703125,329.3653869628906,330.1499938964844,491238,0.0,0.0
2023-06-01 12:00:00-04:00,330.1700134277344,330.8599853515625,330.1700134277344,330.6400146484375,593255,0.0,0.0
2023-06-01 12:15:00-04:00,330.6400146484375,331.3399963378906,330.57000732421875,331.010009765625,519407,0.0,0.0
2023-06-01 12:30:00-04:00,331.0299987792969,331.1199951171875,330.6400146484375,331.0799865722656,393962,0.0,0.0
2023-06-01 12:45:00-04:00,331.07000732421875,331.1099853515625,330.70001220703125,330.9200134277344,449893,0.0,0.0
2023-06-01 13:00:00-04:00,330.9700012207031,331.17498779296875,330.7099914550781,331.1722106933594,338087,0.0,0.0
2023-06-01 13:15:00-04:00,331.19000244140625,331.239990234375,330.4299011230469,330.54998779296875,626377,0.0,0.0
2023-06-01 13:30:00-04:00,330.57000732421875,331.1700134277344,330.5574951171875,330.7261962890625,395078,0.0,0.0
2023-06-01 13:45:00-04:00,330.739990234375,331.7200012207031,330.489990234375,331.70001220703125,727248,0.0,0.0
2023-06-01 14:00:00-04:00,331.7099914550781,332.0,331.4200134277344,331.6199951171875,588050,0.0,0.0
2023-06-01 14:15:00-04:00,331.6300048828125,332.1099853515625,331.4200134277344,332.0299987792969,518847,0.0,0.0
2023-06-01 14:30:00-04:00,332.0400085449219,332.5533142089844,331.6449890136719,332.3500061035156,604326,0.0,0.0
2023-06-01 14:45:00-04:00,332.3599853515625,333.3500061035156,332.1499938964844,333.0299987792969,822064,0.0,0.0
2023-06-01 15:00:00-04:00,333.0299987792969,333.5299987792969,333.010009765625,333.1499938964844,823472,0.0,0.0
2023-06-01 15:15:00-04:00,333.1650085449219,333.3599853515625,332.32000732421875,332.3753967285156,671688,0.0,0.0
2023-06-01 15:30:00-04:00,332.3800048828125,332.489990234375,331.2300109863281,331.8599853515625,1060574,0.0,0.0
2023-06-01 15:45:00-04:00,331.8599853515625,332.9100036621094,331.8500061035156,332.6300048828125,1723113,0.0,0.0
2023-06-02 09:30:00-04:00,334.5400085449219,337.5,334.04998779296875,336.1700134277344,3418245,0.0,0.0
2023-06-02 09:45:00-04:00,336.1650085449219,336.2799987792969,333.25,333.25,1558223,0.0,0.0
2023-06-02 10:00:00-04:00,333.29998779296875,334.239990234375,332.70001220703125,334.18499755859375,1073387,0.0,0.0
2023-06-02 10:15:00-04:00,334.17919921875,334.30999755859375,332.55999755859375,333.20001220703125,758769,0.0,0.0
2023-06-02 10:30:00-04:00,333.2099914550781,334.4100036621094,332.54998779296875,334.3800048828125,771920,0.0,0.0
2023-06-02 10:45:00-04:00,334.4100036621094,334.9800109863281,334.1499938964844,334.7850036621094,736597,0.0,0.0
2023-06-02 11:00:00-04:00,334.7850036621094,335.25,334.1600036621094,334.1700134277344,801166,0.0,0.0
2023-06-02 11:15:00-04:00,334.17498779296875,334.9800109863281,334.07000732421875,334.70001220703125,452959,0.0,0.0
2023-06-02 11:30:00-04:00,334.7149963378906,335.06988525390625,334.30999755859375,335.010009765625,419183,0.0,0.0
2023-06-02 11:45:00-04:00,335.0299987792969,335.2200012207031,334.5299987792969,334.885009765625,470754,0.0,0.0
2023-06-02 12:00:00-04:00,334.8826904296875,334.9800109863281,333.67999267578125,333.8599853515625,547350,0.0,0.0
2023-06-02 12:15:00-04:00,333.8598937988281,334.5299987792969,333.4800109863281,334.260009765625,608965,0.0,0.0
2023-06-02 12:30:00-04:00,334.2900085449219,334.7974853515625,334.0849914550781,334.7250061035156,388408,0.0,0.0
2023-06-02 12:45:00-04:00,334.7349853515625,334.9200134277344,334.4200134277344,334.489990234375,430039,0.0,0.0
2023-06-02 13:00:00-04:00,334.5199890136719,334.5199890136719,334.010009765625,334.0899963378906,363840,0.0,0.0
2023-06-02 13:15:00-04:00,334.0799865722656,334.70001220703125,333.8399963378906,334.5299987792969,422447,0.0,0.0
2023-06-02 13:30:00-04:00,334.54998779296875,334.5899963378906,334.1099853515625,334.3900146484375,468024,0.0,0.0
2023-06-02 13:45:00-04:00,334.3999938964844,334.6400146484375,334.223388671875,334.6400146484375,278338,0.0,0.0
2023-06-02 14:00:00-04:00,334.6600036621094,334.8299865722656,334.1700134277344,334.69000244140625,350845,0.0,0.0
2023-06-02 14:15:00-04:00,334.70001220703125,335.6300048828125,334.48699951171875,335.6195983886719,664743,0.0,0.0
2023-06-02 14:30:00-04:00,335.614990234375,336.3900146484375,335.3900146484375,336.3900146484375,863934,0.0,0.0
2023-06-02 14:45:00-04:00,336.385009765625,336.74359130859375,336.0299987792969,336.1304931640625,729428,0.0,0.0
2023-06-02 15:00:00-04:00,336.1499938964844,336.760009765625,335.7300109863281,336.0799865722656,634160,0.0,0.0
2023-06-02 15:15:00-04:00,336.0899963378906,336.3599853515625,335.6499938964844,335.6600036621094,559531,0.0,0.0
