Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-06-01 09:30:00-04:00,177.6999969482422,177.86500549316406,176.9499969482422,177.50999450683594,4612639,0.0,0.0
2023-06-01 09:45:00-04:00,177.50999450683594,177.69000244140625,176.93060302734375,177.30999755859375,2545624,0.0,0.0
2023-06-01 10:00:00-04:00,177.32000732421875,178.25,177.27999877929688,178.22999572753906,2342355,0.0,0.0
2023-06-01 10:15:00-04:00,178.22999572753906,178.36000061035156,177.71499633789062,178.10000610351562,2238735,0.0,0.0
2023-06-01 10:30:00-04:00,178.11000061035156,178.99000549316406,178.0,178.97000122070312,2130895,0.0,0.0
2023-06-01 10:45:00-04:00,178.97999572753906,179.28500366210938,178.83999633789062,178.9499969482422,2544579,0.0,0.0
2023-06-01 11:00:00-04:00,178.9600067138672,179.40499877929688,178.77000427246094,179.3800048828125,2066664,0.0,0.0
2023-06-01 11:15:00-04:00,179.3800048828125,179.64500427246094,179.1300048828125,179.47999572753906,2448759,0.0,0.0
2023-06-01 11:30:00-04:00,179.48500061035156,179.55999755859375,179.2100067138672,179.41000366210938,1505938,0.0,0.0
2023-06-01 11:45:00-04:00,179.41000366210938,179.6300048828125,179.3000030517578,179.5800018310547,1111679,0.0,0.0
2023-06-01 12:00:00-04:00,179.5800018310547,179.90109252929688,179.5800018310547,179.8249969482422,1820664,0.0,0.0
2023-06-01 12:15:00-04:00,179.82850646972656,179.96670532226562,179.72059631347656,179.8000030517578,1331572,0.0,0.0
2023-06-01 12:30:00-04:00,179.8000030517578,179.99000549316406,179.7899932861328,179.99000549316406,1198365,0.0,0.0
2023-06-01 12:45:00-04:00,179.97999572753906,180.0,179.77000427246094,179.9001007080078,1509337,0.0,0.0
2023-06-01 13:00:00-04:00,179.91000366210938,180.0,179.8000030517578,179.97500610351562,1229083,0.0,0.0
2023-06-01 13:15:00-04:00,179.97860717773438,179.99000549316406,179.46499633789062,179.61000061035156,2172755,0.0,0.0
2023-06-01 13:30:00-04:00,179.61309814453125,179.7899932861328,179.47999572753906,179.55499267578125,1366751,0.0,0.0
2023-06-01 13:45:00-04:00,179.55999755859375,179.89999389648438,179.5500946044922,179.88999938964844,1297709,0.0,0.0
2023-06-01 14:00:00-04:00,179.88499450683594,180.0,179.7100067138672,179.92999267578125,1455858,0.0,0.0
2023-06-01 14:15:00-04:00,179.92999267578125,179.99000549316406,179.86000061035156,179.875,1284649,0.0,0.0
2023-06-01 14:30:00-04:00,179.8800048828125,179.9499969482422,179.55999755859375,179.9199981689453,1587184,0.0,0.0
2023-06-01 14:45:00-04:00,179.9199981689453,180.1199951171875,179.6999969482422,179.81919860839844,2945987,0.0,0.0
